OverallQual,GrLivArea,TotalBsmtSF,GarageCars,BsmtFinSF1,YearBuilt,LotArea,GarageYrBlt,YearRemodAdd,CentralAir_Y,2ndFlrSF,CentralAir_N,Fireplaces,BsmtUnfSF,LotFrontage,OpenPorchSF,MSZoning_RM,GarageType_Detchd,MSZoning_C (all),WoodDeckSF,BsmtQual,BsmtFinType1,MasVnrArea,OverallCond_3,GarageType_Attchd,KitchenQual,ExterCond,FullBath,EnclosedPorch,BedroomAbvGr,SalePrice
7,7.912423121473705,7.315218389752975,2.0,3.367295829986474,1986,9.247732491193245,7.59488438721652,1987,1,7.071573364211532,0,1,0.0,4.465908118654584,4.574710978503383,0,0,0,5.308267697401205,4,3,5.153291594497779,0,1,1.0986122886681098,1.6094379124341003,2,0.0,4,12.614868865984631
3,7.059617628291383,7.0587581525186645,1.0,5.54907608489522,1955,8.669227347271736,7.578656850594762,2005,1,0.0,0,0,6.810142450115136,3.912023005428146,4.59511985013459,1,0,0,4.962844630259907,4,0,0.0,0,1,1.3862943611198906,1.0986122886681098,1,0.0,3,11.745433036677353
7,7.999342952713282,6.566672429803241,2.0,0.0,1967,9.330431852234003,7.581719640125308,2007,1,6.985641817639208,0,1,6.566672429803241,4.574710978503383,0.0,0,0,0,5.484796933490655,2,6,5.707110264748875,0,0,1.0986122886681098,1.0986122886681098,2,0.0,5,12.396697137361691
5,6.6895992691789665,6.580639137284949,2.0,4.762173934797756,1941,8.517393171418904,7.571473648851271,1950,0,0.0,1,0,6.405228458030842,3.9318256327243257,0.0,1,1,0,0.0,4,1,0.0,0,0,1.3862943611198906,1.6094379124341003,1,5.501258210544727,2,11.373674891823535
8,7.450079569807499,7.450079569807499,2.0,7.3901814282264295,1993,9.291643823040218,7.597897950521784,1993,1,0.0,0,2,4.61512051684126,3.4965075614664802,3.4339872044851463,0,0,0,4.812184355372417,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,1,12.688501881189456
6,7.232733136177615,7.232733136177615,1.0,6.338594078203183,1960,9.358846580275406,7.581209826196346,1960,1,0.0,0,0,6.70808408385307,4.394449154672439,3.828641396489095,0,0,0,0.0,4,5,5.170483995038151,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.886218559372042
6,7.666221925662725,6.739336627357174,2.0,0.0,1916,9.383368881858544,7.565793282428515,1994,0,6.536691597591305,1,0,6.739336627357174,4.110873864173311,4.110873864173311,0,1,0,0.0,4,6,0.0,0,0,1.0986122886681098,1.6094379124341003,2,5.594711379601839,5,12.276069679344003
5,7.084226422097916,6.391917113392602,1.0,0.0,1920,8.764521909518802,7.560601162768557,1950,0,6.391917113392602,1,0,6.391917113392602,4.110873864173311,0.0,1,1,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,4.927253685157205,3,11.264476926102367
5,7.455298485683291,7.455298485683291,1.0,3.713572066704308,1964,9.270964993792617,7.602401335665818,1964,1,0.0,0,0,7.261927092702751,4.110873864173311,0.0,0,1,0,5.049856007249537,4,2,4.442651256490317,0,0,1.3862943611198906,1.6094379124341003,2,0.0,6,11.686887175419702
5,6.963189985870238,6.963189985870238,1.0,6.741700694652055,1958,9.009080614161977,7.580189417944541,1992,1,0.0,0,0,5.351858133476067,4.2626798770413155,0.0,0,0,0,0.0,4,5,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.842236406331555
8,7.396335293800808,8.073091199693154,3.0,7.025538314638521,2003,9.273878392780171,7.602900462204755,2004,1,0.0,0,1,7.38025578842646,4.454347296253507,0.0,0,0,0,0.0,2,2,5.6937321388027,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.556733038263905
7,7.214504414151143,7.214504414151143,2.0,6.580639137284949,2004,9.011767474596178,7.60339933974067,2004,1,0.0,0,1,6.459904454377535,4.0943445622221,3.4339872044851463,1,0,0,5.262690188904886,2,2,4.990432586778736,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.240478903153711
6,7.40184157874383,6.8501261661455,2.0,6.720220155135295,1998,9.10974625674048,7.6004023345004,1998,1,6.54534966033442,0,2,4.7535901911063645,4.0943445622221,3.6635616461296463,0,0,0,4.61512051684126,2,2,0.0,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.165255859329688
5,7.488293515159428,7.313220387090301,2.0,7.1308988302963465,1965,12.011644093954345,7.583756300707112,1965,1,5.123963979403259,0,2,4.6443908991413725,4.110873864173311,0.0,0,0,0,6.508769136971682,4,0,0.0,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.34126328584159
9,7.56164174558878,7.56164174558878,3.0,7.1308988302963465,2005,9.558035114334135,7.603897968521881,2006,1,0.0,0,1,6.513230110912307,4.465908118654584,3.9512437185814275,0,0,0,5.187385805840755,0,2,5.303304908059076,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.841132451487937
7,7.337587743538596,7.337587743538596,2.0,6.698268054115413,2002,9.119977931895791,7.602401335665818,2003,1,0.0,0,0,6.588926477533519,4.2626798770413155,4.31748811353631,0,0,0,5.262690188904886,2,2,4.736198448394496,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.273735966890268
7,7.3914152346753585,7.097548850614793,2.0,5.365976015021851,1984,9.557187177595935,7.59337419312129,1998,1,0.0,0,0,6.903747257584598,4.5217885770490405,3.828641396489095,0,0,0,4.6913478822291435,2,0,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.218500103788143
6,7.103322062526113,7.103322062526113,1.0,6.373319789577012,1958,9.425532393502772,7.580189417944541,1998,1,0.0,0,0,6.447305862541213,4.204692619390966,0.0,0,0,0,0.0,4,5,5.176149732573829,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.951186847493476
8,7.554334823725748,6.875232087276577,2.0,0.0,2002,9.56043370454936,7.602401335665818,2002,1,6.82001636467413,0,0,6.875232087276577,4.454347296253507,0.0,0,0,0,4.912654885736052,2,6,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,4,12.220473454337986
4,6.7357800142423265,6.582025138892826,1.0,0.0,1950,9.036106025364846,7.576097340623111,1950,1,0.0,0,0,6.582025138892826,4.110873864173311,0.0,0,0,0,5.5254529391317835,4,6,0.0,0,0,1.3862943611198906,0.6931471805599453,1,3.2188758248682006,2,11.314486721293981
3,6.947937068614969,0.0,2.0,0.0,1949,9.053101595549691,7.575584651557793,1950,0,0.0,1,0,0.0,4.110873864173311,0.0,0,1,0,0.0,3,4,5.831882477283517,0,0,1.3862943611198906,1.6094379124341003,2,0.0,2,11.37940550085183
9,7.429520842786462,7.429520842786462,2.0,3.367295829986474,2005,9.088172738001974,7.603897968521881,2005,1,0.0,0,1,7.4127640174265625,4.1588830833596715,4.290459441148391,0,0,0,6.206575926724928,0,2,6.424869023905388,0,1,0.0,1.6094379124341003,2,0.0,2,12.491255347155265
5,7.014814351275545,6.285998094508865,1.0,4.867534450455582,1976,7.860570785538664,7.589335823170617,1976,1,6.3578422665081,0,0,5.170483995038151,3.6109179126442243,0.0,1,0,0,5.209486152841421,2,5,0.0,1,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.350418300109132
6,7.363913501405819,6.880384082186005,1.0,0.0,1939,8.769662508112274,7.570443252057374,1950,1,6.406879986069314,0,1,6.880384082186005,4.189654742026425,0.0,0,1,0,0.0,4,6,0.0,0,0,0.6931471805599453,1.6094379124341003,1,0.0,3,11.850832386224807
6,6.8658910748834385,6.8658910748834385,1.0,6.212606095751519,1960,9.455088847042777,7.581209826196346,1998,1,0.0,0,0,6.133398042996649,4.110873864173311,0.0,0,0,0,0.0,4,1,0.0,0,1,1.3862943611198906,1.0986122886681098,1,0.0,2,11.928347504569842
6,7.2991214627108,7.2991214627108,2.0,7.147559271189454,1960,9.77571099759397,7.581209826196346,1960,1,0.0,0,2,5.342334251964811,4.110873864173311,3.713572066704308,0,0,0,0.0,4,1,3.4339872044851463,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,11.967187086434018
7,7.394493107219038,6.639875833826536,2.0,6.352629396319567,2003,7.803435056952168,7.602900462204755,2004,1,6.760414691083428,0,0,5.2574953720277815,3.6109179126442243,3.332204510175204,0,0,0,0.0,2,2,4.672828834461906,0,0,1.0986122886681098,1.6094379124341003,2,0.0,2,11.944714374881176
9,7.911690520708339,7.522400231387125,3.0,7.252053951852814,2005,9.92485757827232,7.604396348796338,2006,1,6.78105762593618,0,2,6.0844994130751715,4.04305126783455,0.0,0,0,0,0.0,0,2,6.769641976852503,0,1,0.0,1.6094379124341003,2,0.0,4,12.988043102265232
9,7.533693709848633,7.533693709848633,2.0,0.0,2007,8.964567702601611,7.60489448081162,2007,1,0.0,0,1,7.533693709848633,4.23410650459726,4.007333185232471,0,0,0,5.351858133476067,0,6,5.8944028342648505,0,1,0.0,1.6094379124341003,2,0.0,2,12.670001611311875
7,7.282073658093465,7.282073658093465,2.0,6.9874902470009905,1986,8.570165076182343,7.594381242551817,1986,1,0.0,0,1,5.918893854273146,4.110873864173311,4.394449154672439,0,0,0,0.0,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,2,12.154784614286667
5,7.013915474810528,6.424869023905388,1.0,5.4680601411351315,1941,9.114379980830272,7.571473648851271,1950,0,6.206575926724928,1,0,0.0,4.110873864173311,0.0,0,1,0,3.8918202981106265,4,3,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.461642696843066
6,6.580639137284949,6.437751649736401,2.0,0.0,1928,9.050288983827956,7.603897968521881,2003,1,0.0,0,0,6.437751649736401,4.110873864173311,0.0,1,1,0,4.672828834461906,4,6,0.0,0,0,1.3862943611198906,1.0986122886681098,1,0.0,2,11.570259974415547
6,7.3752557780097545,6.846943139585379,1.0,5.963579343618446,1940,9.036106025364846,7.57095858316901,2000,1,6.0014148779611505,0,2,6.315358001522335,4.110873864173311,0.0,0,0,0,0.0,4,3,0.0,0,1,1.3862943611198906,1.6094379124341003,1,4.6913478822291435,2,11.849404844423074
6,7.0909098220799835,7.0909098220799835,2.0,5.814130531825066,1995,9.328123407632566,7.59890045687141,1995,1,0.0,0,0,5.777652323222656,4.663439094112067,3.295836866004329,0,0,0,0.0,2,0,0.0,0,1,1.0986122886681098,1.0986122886681098,2,0.0,3,12.086731521684555
6,7.0630481633881725,7.055312843339752,2.0,6.329720905522696,1992,9.13227071655426,7.597396320212795,1992,1,0.0,0,0,6.395261598115449,4.110873864173311,3.295836866004329,0,0,0,4.795790545596741,2,2,4.672828834461906,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.06105265381003
5,7.04141166379481,7.04141166379481,2.0,6.774223886357614,1976,8.348774539791274,7.589335823170617,1976,1,0.0,0,1,5.594711379601839,3.8066624897703196,4.51085950651685,1,0,0,6.285998094508865,2,0,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.80560254159177
5,7.210079628170788,6.968850378341948,1.0,5.707110264748875,1958,8.843759381917984,7.580189417944541,1958,1,0.0,0,0,6.150602768446279,4.532599493153256,0.0,0,0,0,5.1298987149230735,4,1,4.795790545596741,0,0,1.0986122886681098,1.6094379124341003,1,5.68697535633982,3,11.775297421715827
8,7.562681246721884,6.99117688712121,2.0,6.863803391452954,1998,9.39366142910322,7.6004023345004,1998,1,6.732210706467206,0,1,4.875197323201151,4.3694478524670215,4.330733340286331,0,0,0,5.342334251964811,2,2,6.274762021241939,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.54254845357358
6,6.816735880594968,6.790097235513905,2.0,6.651571873589727,1978,8.928110078202646,7.590346945602565,1978,1,0.0,0,1,4.7535901911063645,4.110873864173311,0.0,0,0,0,0.0,2,2,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,2,11.957617696467539
5,7.317212408359839,6.784457062637643,1.0,5.991464547107982,1940,9.120962560824966,7.57095858316901,1982,1,6.249975242259483,0,0,6.184148890937483,4.110873864173311,0.0,0,1,0,0.0,4,5,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.884495917930655
7,7.56164174558878,0.0,2.0,0.0,2003,8.895903562215581,7.602900462204755,2003,1,7.2640301428995295,0,1,0.0,4.174387269895637,0.0,0,0,0,0.0,3,4,6.2166061010848646,0,0,1.0986122886681098,1.6094379124341003,3,5.181783550292085,4,12.198549416880068
6,6.895682697747868,6.182084906716632,1.0,5.093750200806762,1972,7.427144133408616,7.587310506022615,2007,1,6.22455842927536,0,0,5.7745515455444085,3.091042453358316,0.0,1,1,0,5.5254529391317835,4,0,6.236369590203704,0,0,1.0986122886681098,1.6094379124341003,1,0.0,2,11.678448377988165
6,7.362010551259734,6.680854678790215,2.0,6.569481420414296,1976,9.841665338892785,7.589335823170617,1976,1,6.665683717782408,0,1,4.442651256490317,4.110873864173311,4.718498871295094,0,0,0,5.726847747587197,2,2,4.795790545596741,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.154784614286667
5,7.20414929203594,6.511745329644728,1.0,6.124683390894205,1920,9.2771575450135,7.583247524303362,1997,1,6.511745329644728,0,0,5.37989735354046,4.0943445622221,4.859812404361672,1,1,0,0.0,4,5,0.0,0,0,1.3862943611198906,1.0986122886681098,1,5.389071729816501,3,11.898194668458823
6,7.240649694255466,7.240649694255466,2.0,6.413458957167357,1963,9.15915233520675,7.582738488914411,1963,1,0.0,0,2,6.666956792429207,4.110873864173311,4.343805421853684,0,0,0,0.0,2,1,5.5134287461649825,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.976665770490767
6,7.266827347520591,7.003065458786462,1.0,5.918893854273146,1962,9.121618441915379,7.5822291942764615,1962,1,0.0,0,1,6.591673732008658,4.624972813284271,4.709530201312334,0,0,0,4.174387269895637,2,2,5.723585101952381,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,12.013706813470414
5,7.1459844677143876,7.1459844677143876,1.0,6.293419278846481,1954,8.962007209588313,7.578145472419466,1954,1,0.0,0,1,6.591673732008658,4.3694478524670215,4.59511985013459,0,0,0,0.0,4,3,5.303304908059076,0,1,1.3862943611198906,1.6094379124341003,1,0.0,2,11.790564777297387
5,7.160845906664299,6.96979066990159,2.0,4.290459441148391,1959,9.193295937366925,7.599901959208498,2006,1,0.0,0,1,6.598509028614515,4.110873864173311,2.8903717578961645,0,1,0,5.8998973535824915,4,0,0.0,0,0,1.0986122886681098,1.0986122886681098,1,0.0,3,11.995357787034976
6,7.417580402414544,6.860663671448287,2.0,0.0,2000,9.002331708246244,7.601402334583733,2000,1,6.568077911411976,0,1,6.860663671448287,4.110873864173311,3.713572066704308,0,0,0,4.61512051684126,2,6,0.0,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.057578437658945
4,7.370860166536716,0.0,2.0,0.0,1959,9.748061059204817,7.596894438144544,1959,1,6.150602768446279,0,1,0.0,4.394449154672439,4.0943445622221,0,1,0,0.0,3,4,0.0,0,0,1.3862943611198906,1.6094379124341003,2,0.0,4,11.808821212646512
6,6.6240652277998935,6.61338421837956,1.0,6.436150368369428,1984,8.878497403738631,7.59337419312129,1984,1,0.0,0,0,0.0,3.9318256327243257,0.0,0,0,0,5.869296913133774,2,0,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,2,11.736077016252437
5,7.1853870155804165,6.411818267709897,1.0,6.061456918928017,1953,9.271905727634337,7.577633832602728,1953,1,0.0,0,0,0.0,4.382026634673881,0.0,0,0,0,4.204692619390966,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.719947764402807
7,7.564757012905729,6.742880635791903,2.0,0.0,2003,9.012011377036412,7.602900462204755,2004,1,6.9865664594064265,0,1,6.742880635791903,4.189654742026425,3.8918202981106265,0,0,0,4.61512051684126,2,6,0.0,0,0,1.0986122886681098,1.6094379124341003,2,0.0,4,12.299112067295642
1,6.807934943699926,6.52795791762255,0.0,5.860786223465865,1922,9.212438170058329,0.0,1950,0,0.0,1,0,5.811140992976701,4.110873864173311,0.0,0,0,0,0.0,1,1,0.0,0,0,0.6931471805599453,0.6931471805599453,0,0.0,1,11.0186455364637
5,6.818924065275521,6.769641976852503,2.0,5.700443573390687,1996,9.087833697483386,7.6004023345004,1996,1,0.0,0,0,6.35088571671474,4.060443010546419,0.0,0,1,0,0.0,2,2,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.904974309480183
8,7.810758116529357,7.365812837209472,2.0,0.0,2004,9.318656515459642,7.60339933974067,2005,1,6.787844982309579,0,1,7.365812837209472,4.634728988229636,5.3706380281276624,0,0,0,5.075173815233827,2,6,0.0,0,1,1.0986122886681098,1.6094379124341003,3,0.0,4,12.73670383776449
9,7.526717561352706,7.526717561352706,3.0,7.27655640271871,2010,9.340929941679784,7.606387389772652,2010,1,0.0,0,1,6.021023349349527,4.48863636973214,0.0,0,0,0,4.736198448394496,0,2,5.860786223465865,0,1,0.0,1.6094379124341003,1,0.0,1,12.885204569609956
6,7.496097345175956,6.890609120147166,2.0,0.0,2000,9.002577922700276,7.601402334583733,2000,1,6.677083461247136,0,1,6.890609120147166,4.110873864173311,4.1588830833596715,0,0,0,4.61512051684126,2,6,2.833213344056216,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.095146671399466
5,7.433666540166168,6.934397209928558,1.0,5.389071729816501,1924,8.517393171418904,7.562681246721884,1950,1,6.501289670540389,0,1,6.695798917058491,3.9318256327243257,0.0,0,1,0,0.0,4,3,0.0,0,0,1.0986122886681098,1.6094379124341003,2,5.493061443340548,3,11.751950239425476
7,7.171656822768514,7.165493475060845,2.0,0.0,2006,8.881975184248867,7.604396348796338,2006,1,0.0,0,1,7.165493475060845,4.110873864173311,4.804021044733257,0,0,0,5.37989735354046,2,6,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.142871895843887
7,7.494430215031565,6.84587987526405,2.0,0.0,2006,9.13194630454817,7.604396348796338,2006,1,6.755768921984255,0,0,6.84587987526405,4.382026634673881,3.9889840465642745,0,0,0,4.976733742420574,2,6,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.271396795480596
6,6.665683717782408,6.665683717782408,2.0,0.0,1928,9.105090961257085,7.576097340623111,1950,0,0.0,1,0,6.665683717782408,4.110873864173311,0.0,0,1,0,0.0,1,6,0.0,1,0,1.3862943611198906,1.6094379124341003,1,4.5217885770490405,2,11.23850177707664
6,7.577633832602728,7.365812837209472,2.0,6.893656354602635,1992,10.880082855015793,7.597396320212795,1992,1,6.774223886357614,0,2,6.39024066706535,4.110873864173311,5.44673737166631,0,0,0,5.37989735354046,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.388398368982115
8,7.146772179452637,7.136483208590247,2.0,3.2188758248682006,2004,8.065579427282092,7.60339933974067,2005,1,0.0,0,1,7.117205503164344,3.784189633918261,3.044522437723423,0,0,0,4.990432586778736,2,2,2.833213344056216,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.165255859329688
5,7.077498053569231,6.490723534502507,0.0,0.0,1910,9.037295651962438,0.0,1996,1,6.267200548541362,0,0,6.490723534502507,4.07753744390572,5.0238805208462765,0,0,0,0.0,4,6,0.0,1,0,1.3862943611198906,0.6931471805599453,1,0.0,5,11.302216779257382
6,7.026426808699636,6.948897222313312,1.0,6.448889394146858,1976,8.881975184248867,7.589841512182657,1976,1,0.0,0,1,6.018593214496234,4.290459441148391,0.0,0,1,0,5.6937321388027,4,0,5.545177444479562,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.736077016252437
7,7.299797366758161,7.292337176173877,2.0,0.0,1999,9.146654820290049,7.600902459542082,2000,1,0.0,0,0,7.292337176173877,4.543294782270004,3.258096538021482,0,0,0,4.795790545596741,2,6,4.836281906951478,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.160033942617156
10,7.75491027202143,7.428333194190806,3.0,7.155396301896734,2007,9.431481920619719,7.605392364814935,2008,1,6.3818160174060985,0,1,5.998936561946683,4.574710978503383,4.90527477843843,0,0,0,5.2832037287379885,0,2,5.60947179518496,0,0,0.0,1.6094379124341003,2,0.0,3,12.962196972666593
5,7.221105098182496,6.759255270663693,1.0,5.488937726156687,1900,9.036701015565063,7.590346945602565,1950,1,6.008813185442595,0,0,5.438079308923196,3.9318256327243257,4.875197323201151,0,1,0,0.0,4,5,0.0,0,0,1.3862943611198906,1.6094379124341003,1,4.727387818712341,4,11.686887175419702
6,7.581719640125308,6.690842277418564,2.0,6.53813982376767,2001,9.41001056710475,7.601901959875166,2002,1,7.05444965813294,0,1,4.74493212836325,4.276666119016055,5.262690188904886,0,0,0,4.836281906951478,0,0,0.0,0,0,1.0986122886681098,1.6094379124341003,2,0.0,3,12.278397958261774
5,6.78332520060396,0.0,1.0,0.0,1959,9.028818495352793,7.580699752224563,1959,1,0.0,0,0,0.0,4.110873864173311,0.0,0,0,0,0.0,3,4,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.575909653758895
4,6.670766320845874,6.670766320845874,0.0,5.58724865840025,1941,8.915566545710645,0.0,1950,1,0.0,0,2,6.259581464064923,4.110873864173311,0.0,0,0,0,0.0,4,5,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.51293546492023
5,6.942156705699469,6.601230118728877,1.0,0.0,1940,9.2237500588861,7.57095858316901,1950,1,5.703782474656201,0,0,6.601230118728877,4.110873864173311,3.6888794541139363,0,1,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.599112335481124
5,7.0431599159883405,7.0431599159883405,1.0,6.606650186198215,1956,9.166597449028265,7.579167967396076,1956,1,0.0,0,0,6.0063531596017325,4.23410650459726,0.0,0,0,0,3.8066624897703196,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.767575435251748
5,6.796823718274855,6.796823718274855,2.0,6.656726524178391,1972,8.881975184248867,7.593877844605118,1972,1,0.0,0,0,4.770684624465665,4.110873864173311,0.0,0,1,0,5.375278407684165,4,5,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.719947764402807
5,7.502738210754851,6.762729506931879,1.0,6.293419278846481,1962,8.934718614016768,7.5822291942764615,1962,1,6.842683282238422,0,1,5.783825182329737,4.248495242049359,5.1298987149230735,0,0,0,0.0,4,0,5.666426688112432,0,1,1.3862943611198906,1.6094379124341003,2,0.0,4,12.040614105490253
5,6.982862751468942,6.8690144506657065,1.0,0.0,1920,9.101417964751995,7.560601162768557,1950,1,0.0,0,0,6.8690144506657065,4.110873864173311,0.0,1,1,0,0.0,1,6,0.0,0,0,1.3862943611198906,0.6931471805599453,1,0.0,2,11.112462823634855
7,7.346655163176539,6.996681488176539,2.0,6.70073110954781,2006,9.002824076547672,7.60489448081162,2007,1,6.0844994130751715,0,0,5.638354669333745,4.189654742026425,5.1298987149230735,0,0,0,0.0,2,2,4.61512051684126,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.392556361841777
8,7.161622002939187,7.13966033596492,2.0,6.668228248417403,1996,9.613402595468036,7.599401333415815,1996,1,0.0,0,2,6.163314804034641,3.6635616461296463,3.4339872044851463,0,0,0,4.795790545596741,2,2,0.0,0,1,0.0,1.6094379124341003,1,0.0,1,12.411056299528171
7,7.1785454837637,7.1785454837637,2.0,3.2188758248682006,2005,9.078864009187797,7.603897968521881,2005,1,0.0,0,1,7.160069207596127,4.189654742026425,0.0,0,0,0,0.0,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.013646205940514
5,6.511745329644728,6.511745329644728,1.0,0.0,1940,9.23024103368252,7.57095858316901,1997,1,0.0,0,0,6.511745329644728,4.110873864173311,0.0,0,1,0,5.1298987149230735,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.58989576532275
8,7.724888439323074,7.040536390215956,2.0,0.0,1998,9.400216653174247,7.6004023345004,1998,1,7.002155954403621,0,1,7.040536390215956,4.543294782270004,4.820281565605037,0,0,0,4.976733742420574,2,6,6.478509642208569,0,0,1.0986122886681098,1.6094379124341003,2,0.0,4,12.460718739865236
6,7.360739903058278,6.693323668269949,2.0,0.0,1995,9.24619002486988,7.59890045687141,1996,1,6.642486801367256,0,1,6.693323668269949,4.110873864173311,3.713572066704308,0,0,0,0.0,2,6,0.0,0,0,1.3862943611198906,1.6094379124341003,2,0.0,3,12.031725210748633
4,7.390798521735676,7.156176637480615,2.0,7.018401799069201,1976,9.209540051805414,7.597897950521784,1993,1,0.0,0,1,5.111987788356544,4.110873864173311,4.3694478524670215,0,0,0,4.795790545596741,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,11.918397239722838
6,7.402451520818244,6.970730078143525,1.0,0.0,1936,9.257319373170178,7.5688956634069955,1950,1,0.0,0,0,6.970730078143525,3.9512437185814275,0.0,0,1,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.652696102959753
6,7.427144133408616,6.734591659972948,1.0,0.0,1915,9.653550746326605,7.581209826196346,1976,1,6.734591659972948,0,0,6.734591659972948,4.1588830833596715,0.0,0,0,0,0.0,2,6,0.0,0,1,1.3862943611198906,1.6094379124341003,2,5.081404364984463,4,12.083910661257521
7,7.6838639802564295,6.96979066990159,3.0,0.0,2006,9.557823197546,7.604396348796338,2006,1,7.004881989712859,0,1,6.96979066990159,4.700480365792417,4.143134726391533,0,0,0,5.262690188904886,0,6,5.860786223465865,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.54254845357358
8,7.639642287858013,6.942156705699469,3.0,6.672032945461067,2007,9.287394001418473,7.605392364814935,2008,1,6.9363427358340495,0,1,5.5053315359323625,4.454347296253507,4.634728988229636,0,0,0,0.0,0,2,4.61512051684126,0,1,0.0,1.6094379124341003,2,0.0,3,12.73596827534975
5,7.152268856032539,7.152268856032539,1.0,0.0,1958,9.166597449028265,7.580189417944541,1958,1,0.0,0,0,7.152268856032539,4.23410650459726,0.0,0,0,0,0.0,4,6,0.0,1,1,1.3862943611198906,0.6931471805599453,1,0.0,3,11.002116507732017
5,6.963189985870238,6.963189985870238,2.0,6.963189985870238,1955,10.453081864230466,7.578656850594762,1955,0,0.0,1,0,0.0,4.61512051684126,0.0,0,0,0,5.579729825986222,4,5,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.884495917930655
7,7.2991214627108,7.293697720601438,2.0,6.361302477572996,2009,8.390268497842571,7.605890001053122,2009,1,0.0,0,1,6.794586580876499,4.110873864173311,4.976733742420574,0,0,0,0.0,0,2,6.07073772800249,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.310437165348775
5,6.9363427358340495,6.9167150203536085,2.0,0.0,1927,9.10063710688422,7.564238475170491,1950,1,0.0,0,1,6.9167150203536085,4.04305126783455,0.0,1,1,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,4.875197323201151,2,11.652696102959753
7,7.6487397889562425,6.985641817639208,3.0,3.9318256327243257,1993,9.326254996572539,7.597897950521784,1993,1,6.925595197110468,0,1,6.214608098422191,4.0943445622221,5.236441962829949,0,0,0,5.2832037287379885,2,1,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.337105293891872
7,7.201170883281678,7.201170883281678,2.0,3.2188758248682006,2007,9.093806555720231,7.60489448081162,2007,1,0.0,0,0,7.183111701743281,4.30406509320417,3.4339872044851463,0,0,0,4.61512051684126,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.106997888588934
