OverallQual,MSSubClass_150,Heating_Grav,RoofMatl_ClyTile,Heating_GasW,Heating_GasA,RoofMatl_WdShngl,Heating_Wall,Heating_OthW,Heating_Floor,MSZoning_C (all),GrLivArea,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Tar&Grv,SalePrice
6,0,0,0,0,1,0,0,0,0,0,7.31455283232408,0,0,0,12.017336559562407
6,0,0,0,0,1,0,0,0,0,0,6.880384082186005,0,0,0,11.790564777297387
5,0,0,0,0,1,0,0,0,0,0,7.020190708311925,0,0,0,11.694421681264394
7,0,0,0,1,0,0,0,0,0,0,7.619233416226805,0,0,0,12.834683971615659
7,0,0,0,0,1,0,0,0,0,0,7.403670290012373,0,0,0,12.08954444723597
7,0,0,0,0,1,0,0,0,0,0,7.267525427828172,0,0,0,12.146858590895919
7,0,0,0,0,1,0,0,0,0,0,7.763871287820222,0,0,0,12.468440756144114
8,0,0,0,0,1,0,0,0,0,0,7.580699752224563,0,0,0,12.506180941677357
7,0,0,0,0,1,0,0,0,0,0,7.881182202227102,0,0,0,12.468440756144114
7,0,0,0,0,1,0,0,0,0,0,7.29505641646263,0,0,0,12.141539457711714
9,0,0,0,0,1,0,0,0,0,0,7.862112211662748,0,0,0,12.74444728628135
8,0,0,0,0,1,0,0,0,0,0,7.81156848934518,0,0,0,12.777055016970678
7,0,0,0,0,1,0,0,0,0,0,7.912423121473705,0,0,0,12.614868865984631
3,0,0,0,0,1,0,0,0,0,0,7.059617628291383,0,0,0,11.745433036677353
7,0,0,0,0,1,0,0,0,0,0,7.999342952713282,0,0,0,12.396697137361691
5,0,0,0,0,1,0,0,0,0,0,6.6895992691789665,0,0,0,11.373674891823535
8,0,0,0,0,1,0,0,0,0,0,7.450079569807499,0,0,0,12.688501881189456
6,0,0,0,0,1,0,0,0,0,0,7.232733136177615,0,0,0,11.886218559372042
6,0,0,0,0,1,0,0,0,0,0,7.666221925662725,0,0,0,12.276069679344003
5,0,0,0,0,1,0,0,0,0,0,7.084226422097916,0,0,0,11.264476926102367
5,0,0,0,0,1,0,0,0,0,0,7.455298485683291,0,0,0,11.686887175419702
5,0,0,0,0,1,0,0,0,0,0,6.963189985870238,0,0,0,11.842236406331555
8,0,0,0,0,1,0,0,0,0,0,7.396335293800808,0,0,0,12.556733038263905
7,0,0,0,0,1,0,0,0,0,0,7.214504414151143,0,0,0,12.240478903153711
6,0,0,0,0,1,0,0,0,0,0,7.40184157874383,0,0,0,12.165255859329688
5,0,0,0,0,1,0,0,0,0,0,7.488293515159428,0,0,0,12.34126328584159
9,0,0,0,0,1,0,0,0,0,0,7.56164174558878,0,0,0,12.841132451487937
7,0,0,0,0,1,0,0,0,0,0,7.337587743538596,0,0,0,12.273735966890268
7,0,0,0,0,1,0,0,0,0,0,7.3914152346753585,0,0,0,12.218500103788143
6,0,0,0,0,1,0,0,0,0,0,7.103322062526113,0,0,0,11.951186847493476
8,0,0,0,0,1,0,0,0,0,0,7.554334823725748,0,0,0,12.220473454337986
4,0,0,0,0,1,0,0,0,0,0,6.7357800142423265,0,0,0,11.314486721293981
3,0,0,0,0,0,0,1,0,0,0,6.947937068614969,0,0,0,11.37940550085183
9,0,0,0,0,1,0,0,0,0,0,7.429520842786462,0,0,0,12.491255347155265
5,0,0,0,0,1,0,0,0,0,0,7.014814351275545,0,0,0,11.350418300109132
6,0,0,0,0,1,0,0,0,0,0,7.363913501405819,0,0,0,11.850832386224807
6,0,0,0,0,1,0,0,0,0,0,6.8658910748834385,0,0,0,11.928347504569842
6,0,0,0,0,1,0,0,0,0,0,7.2991214627108,0,0,0,11.967187086434018
7,0,0,0,0,1,0,0,0,0,0,7.394493107219038,0,0,0,11.944714374881176
9,0,0,0,0,1,0,0,0,0,0,7.911690520708339,0,0,0,12.988043102265232
9,0,0,0,0,1,0,0,0,0,0,7.533693709848633,0,0,0,12.670001611311875
7,0,0,0,0,1,0,0,0,0,0,7.282073658093465,0,0,0,12.154784614286667
5,0,0,0,0,1,0,0,0,0,0,7.013915474810528,0,0,0,11.461642696843066
6,0,0,0,0,1,0,0,0,0,0,6.580639137284949,0,0,0,11.570259974415547
6,0,0,0,0,1,0,0,0,0,0,7.3752557780097545,0,0,0,11.849404844423074
6,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,12.086731521684555
6,0,0,0,0,1,0,0,0,0,0,7.0630481633881725,0,0,0,12.06105265381003
5,0,0,0,0,1,0,0,0,0,0,7.04141166379481,0,0,0,11.80560254159177
5,0,0,0,0,1,0,0,0,0,0,7.210079628170788,0,0,0,11.775297421715827
8,0,0,0,0,1,0,0,0,0,0,7.562681246721884,0,0,0,12.54254845357358
6,0,0,0,0,1,0,0,0,0,0,6.816735880594968,0,0,0,11.957617696467539
5,0,0,0,0,1,0,0,0,0,0,7.317212408359839,0,0,0,11.884495917930655
7,0,0,0,0,1,0,0,0,0,0,7.56164174558878,0,0,0,12.198549416880068
6,0,0,0,0,1,0,0,0,0,0,6.895682697747868,0,0,0,11.678448377988165
6,0,0,0,0,1,0,0,0,0,0,7.362010551259734,0,0,0,12.154784614286667
5,0,0,0,0,1,0,0,0,0,0,7.20414929203594,0,0,0,11.898194668458823
6,0,0,0,0,1,0,0,0,0,0,7.240649694255466,0,0,0,11.976665770490767
6,0,0,0,0,1,0,0,0,0,0,7.266827347520591,0,0,1,12.013706813470414
5,0,0,0,0,1,0,0,0,0,0,7.1459844677143876,0,0,0,11.790564777297387
5,0,0,0,0,1,0,0,0,0,0,7.160845906664299,0,0,0,11.995357787034976
6,0,0,0,0,1,0,0,0,0,0,7.417580402414544,0,0,0,12.057578437658945
4,0,0,0,0,1,0,0,0,0,0,7.370860166536716,0,0,0,11.808821212646512
6,0,0,0,0,1,0,0,0,0,0,6.6240652277998935,0,0,0,11.736077016252437
5,0,0,0,0,1,0,0,0,0,0,7.1853870155804165,0,0,0,11.719947764402807
7,0,0,0,0,1,0,0,0,0,0,7.564757012905729,0,0,0,12.299112067295642
1,0,0,0,0,1,0,0,0,0,0,6.807934943699926,0,0,0,11.0186455364637
5,0,0,0,0,1,0,0,0,0,0,6.818924065275521,0,0,0,11.904974309480183
8,0,0,0,0,1,0,0,0,0,0,7.810758116529357,0,0,0,12.73670383776449
9,0,0,0,0,1,0,0,0,0,0,7.526717561352706,0,0,0,12.885204569609956
6,0,0,0,0,1,0,0,0,0,0,7.496097345175956,0,0,0,12.095146671399466
5,0,0,0,0,1,0,0,0,0,0,7.433666540166168,0,0,0,11.751950239425476
7,0,0,0,0,1,0,0,0,0,0,7.171656822768514,0,0,0,12.142871895843887
7,0,0,0,0,1,0,0,0,0,0,7.494430215031565,0,0,0,12.271396795480596
6,0,0,0,0,1,0,0,0,0,0,6.665683717782408,0,0,0,11.23850177707664
6,0,0,0,0,1,0,0,0,0,0,7.577633832602728,0,0,0,12.388398368982115
8,0,0,0,0,1,0,0,0,0,0,7.146772179452637,0,0,0,12.165255859329688
5,0,0,0,0,1,0,0,0,0,0,7.077498053569231,0,0,0,11.302216779257382
6,0,0,0,0,1,0,0,0,0,0,7.026426808699636,0,0,0,11.736077016252437
7,0,0,0,0,1,0,0,0,0,0,7.299797366758161,0,0,0,12.160033942617156
10,0,0,0,0,1,0,0,0,0,0,7.75491027202143,0,0,0,12.962196972666593
5,0,0,0,0,1,0,0,0,0,0,7.221105098182496,0,0,0,11.686887175419702
6,0,0,0,0,1,0,0,0,0,0,7.581719640125308,0,0,0,12.278397958261774
5,0,0,0,0,1,0,0,0,0,0,6.78332520060396,0,0,0,11.575909653758895
4,0,0,0,0,1,0,0,0,0,0,6.670766320845874,0,0,0,11.51293546492023
5,0,0,0,0,1,0,0,0,0,0,6.942156705699469,0,0,0,11.599112335481124
5,0,0,0,0,1,0,0,0,0,0,7.0431599159883405,0,0,0,11.767575435251748
5,0,0,0,0,1,0,0,0,0,0,6.796823718274855,0,0,0,11.719947764402807
5,0,0,0,0,1,0,0,0,0,0,7.502738210754851,0,0,0,12.040614105490253
5,0,0,0,0,1,0,0,0,0,0,6.982862751468942,0,0,0,11.112462823634855
7,0,0,0,0,1,0,0,0,0,0,7.346655163176539,0,0,0,12.392556361841777
8,0,0,0,0,1,0,0,0,0,0,7.161622002939187,0,0,0,12.411056299528171
7,0,0,0,0,1,0,0,0,0,0,7.1785454837637,0,0,0,12.013646205940514
5,0,0,0,0,1,0,0,0,0,0,6.511745329644728,0,0,0,11.58989576532275
8,0,0,0,0,1,0,0,0,0,0,7.724888439323074,0,0,0,12.460718739865236
6,0,0,0,0,1,0,0,0,0,0,7.360739903058278,0,0,0,12.031725210748633
4,0,0,0,0,1,0,0,0,0,0,7.390798521735676,0,0,0,11.918397239722838
6,0,0,0,0,1,0,0,0,0,0,7.402451520818244,0,0,0,11.652696102959753
6,0,0,0,0,1,0,0,0,0,0,7.427144133408616,0,0,0,12.083910661257521
7,0,0,0,0,1,0,0,0,0,0,7.6838639802564295,0,0,0,12.54254845357358
8,0,0,0,0,1,0,0,0,0,0,7.639642287858013,0,0,0,12.73596827534975
5,0,0,0,0,1,0,0,0,0,0,7.152268856032539,0,0,0,11.002116507732017
5,0,0,0,0,1,0,0,0,0,0,6.963189985870238,0,0,0,11.884495917930655
7,0,0,0,0,1,0,0,0,0,0,7.2991214627108,0,0,0,12.310437165348775
5,0,0,0,0,1,0,0,0,0,0,6.9363427358340495,0,0,0,11.652696102959753
7,0,0,0,0,1,0,0,0,0,0,7.6487397889562425,0,0,0,12.337105293891872
7,0,0,0,0,1,0,0,0,0,0,7.201170883281678,0,0,0,12.106997888588934
6,0,0,0,0,1,0,0,0,0,0,7.244941546337007,0,0,0,11.915058360753719
6,0,0,0,1,0,0,0,0,0,0,7.872836175025724,0,0,0,12.384223015005313
5,0,0,0,0,1,0,0,0,0,0,7.034387929915503,0,0,0,11.744045122410057
5,0,0,0,0,1,0,0,0,0,0,6.963189985870238,0,0,0,11.863589378812122
7,0,0,0,0,1,0,0,0,0,0,7.20414929203594,0,0,0,12.237091546357338
6,0,0,0,0,1,0,0,0,0,0,7.3796321526095525,0,0,0,12.278397958261774
5,0,0,0,0,1,0,0,0,0,0,6.8966943316227125,0,0,0,11.635151947212842
8,0,0,0,0,1,0,0,0,0,0,7.875119281040293,0,0,0,12.660331092405906
6,0,0,0,0,1,0,0,0,0,0,7.087573705557973,0,0,0,11.842236406331555
7,0,0,0,0,1,0,0,0,0,0,7.237059026124737,0,0,0,11.813037464800539
7,0,0,0,0,1,0,0,0,0,0,7.405495663199472,0,0,0,12.524530013005734
4,0,0,0,0,1,0,0,0,0,0,6.811244378601294,0,0,0,11.599185726610004
7,0,0,0,0,1,0,0,0,0,0,7.097548850614793,0,0,0,12.182809136284991
6,0,0,0,0,1,0,0,0,0,0,7.253470382684528,0,0,0,12.07254696717504
6,0,0,0,0,1,0,0,0,0,0,6.895682697747868,0,0,0,11.355113089309977
6,0,0,0,0,1,0,0,0,0,0,7.089243155027514,0,0,0,11.288543647320601
5,0,0,0,0,1,0,0,0,0,0,7.2196420401307355,0,0,0,11.715874472198905
6,0,0,0,0,1,0,0,0,0,0,7.380879035564116,0,0,0,12.10625783509458
4,0,0,0,0,1,0,0,0,0,0,6.447305862541213,0,0,0,11.302216779257382
7,0,0,0,0,1,0,0,0,0,0,7.415776975415394,0,0,0,12.264346270624157
6,0,0,0,0,1,0,0,0,0,0,7.020190708311925,0,0,0,11.661354090741
6,0,0,0,0,1,0,0,0,0,0,6.807934943699926,0,0,0,11.686887175419702
5,0,0,0,0,1,0,0,0,0,0,6.543911845564792,0,0,0,11.411457364027745
6,0,0,0,0,1,0,0,0,0,0,7.087573705557973,0,0,0,11.608244735642321
10,0,0,0,0,1,0,0,0,0,0,7.784473235736469,0,0,0,13.22672519452875
4,0,0,0,0,1,0,0,0,0,0,7.273092595999522,0,0,0,11.678448377988165
5,0,0,0,0,1,0,0,0,0,0,7.3613754289773485,0,0,0,12.000897933306716
7,0,0,0,0,1,0,0,0,0,0,7.138073034044347,0,0,0,12.058158312538197
7,0,0,0,0,1,0,0,0,0,0,7.554334823725748,0,0,0,12.25486757159303
6,0,0,0,0,1,0,0,0,0,0,7.432483807917119,0,0,0,11.755879486687116
6,0,0,0,0,1,0,0,0,0,0,7.543802867501509,0,0,0,12.154784614286667
7,0,0,0,0,1,0,0,0,0,0,7.54274354536855,0,0,0,12.20557752297723
6,0,0,0,0,1,0,0,0,0,0,7.227662498728654,0,0,0,11.691080018519527
3,0,0,0,0,1,0,0,0,0,0,7.076653815443951,0,0,0,11.695255355062795
6,0,0,0,0,1,0,0,0,0,0,6.70196036600254,0,0,0,11.608244735642321
7,0,0,0,0,1,1,0,0,0,0,7.335633981927201,0,0,0,12.54254845357358
6,0,0,0,0,1,0,0,0,0,0,7.471363088187097,0,0,0,12.225880174775122
8,0,0,0,0,1,0,0,0,0,0,7.372118028337787,0,0,0,12.25486757159303
5,0,0,0,0,1,0,0,0,0,0,7.455298485683291,0,0,0,12.144202560946876
7,0,0,0,0,1,0,0,0,0,0,7.1252830915107115,0,0,0,12.075400019877522
5,0,0,0,0,1,0,0,0,0,0,7.20414929203594,0,0,0,11.49273296168228
4,0,0,0,0,1,0,0,0,0,0,7.416979621381154,0,0,1,12.45293662970407
8,0,0,0,0,1,0,0,0,0,0,7.418780882750794,0,0,0,11.989165855127435
5,0,0,0,0,1,0,0,0,0,0,7.093404625868766,0,0,0,11.608244735642321
8,0,0,0,0,1,0,0,0,0,0,7.568379267836522,0,0,0,12.481565733211923
7,0,0,0,0,1,0,0,0,0,0,7.035268599281097,0,0,0,11.951186847493476
5,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.04106411122238
6,0,0,0,0,1,0,0,0,0,0,7.415175109613295,0,0,0,12.147919030759663
5,0,0,0,0,1,0,0,0,0,0,6.947937068614969,0,0,0,11.728044909070785
7,0,0,0,0,1,0,0,0,0,0,7.254884810077338,0,0,0,12.093693109638318
7,0,0,0,0,1,0,0,0,0,0,7.15305163493748,0,0,1,12.025755079404917
5,0,0,0,0,1,0,0,0,0,0,7.405495663199472,0,0,0,11.89478753335453
8,0,0,0,0,1,0,0,0,0,0,7.399398083331354,0,0,0,12.429220196836383
6,0,0,0,0,1,0,0,0,0,0,7.444833273892193,0,0,0,12.138869243416009
8,0,0,0,0,1,0,0,0,0,0,7.315218389752975,0,0,0,12.264346270624157
7,0,0,0,0,1,0,0,0,0,0,7.585788821732034,0,0,0,12.154784614286667
6,0,0,0,0,1,0,0,0,0,0,6.9782137426306985,0,0,0,11.904974309480183
8,0,0,0,0,1,0,0,0,0,0,7.589335823170617,0,0,0,12.994532278619134
8,0,0,0,0,1,0,0,0,0,0,7.410347097821024,0,0,0,12.433212202169729
5,0,0,0,0,1,0,0,0,0,0,6.878326468291325,0,0,0,11.794345471549745
6,0,0,0,0,1,0,0,0,0,0,7.309212365692763,0,0,0,12.249615734512616
9,0,0,0,0,1,0,0,0,0,0,7.880048200971577,0,0,0,12.847929163278053
8,0,0,0,0,1,0,0,0,0,0,7.449498005382849,0,0,0,12.601490784782536
4,0,0,0,0,1,0,0,0,0,0,7.0317412587631285,0,0,0,11.401681006153428
9,0,0,0,0,1,0,0,0,0,0,7.523481312573497,0,0,0,12.694655727828803
9,0,0,0,0,1,0,0,0,0,0,7.491645473605133,0,0,0,12.832013750189885
7,0,0,0,0,1,0,0,0,0,0,7.510430556378006,0,0,0,11.951186847493476
6,0,0,0,0,1,0,0,0,0,0,7.104144092987527,0,0,0,12.00762780434872
5,0,0,0,0,1,0,0,0,0,0,6.907755278982137,0,0,0,11.794345471549745
5,0,0,0,0,1,0,0,0,0,0,7.01571242048723,0,0,0,11.898194668458823
5,0,0,0,0,1,0,0,0,0,0,6.97914527506881,0,0,0,11.957617696467539
5,0,0,0,0,1,0,0,0,0,0,7.3031700512368,0,0,0,12.07254696717504
5,0,0,0,0,1,0,0,0,0,0,7.789454566086673,0,0,0,11.982935344196433
4,0,0,0,0,1,0,0,0,0,0,6.447305862541213,0,0,0,11.362114203075018
5,0,0,0,0,1,0,0,0,0,0,7.173958319756794,0,0,0,11.652696102959753
6,0,0,0,0,1,0,0,0,0,0,7.364547014255642,0,0,0,11.798111925972618
6,0,0,0,0,1,0,0,0,0,0,7.284134806195205,0,0,0,12.059809113551397
5,0,0,0,0,1,0,0,0,0,0,7.146772179452637,0,0,0,11.951186847493476
5,0,0,0,0,1,0,0,0,0,0,6.787844982309579,0,0,0,11.421917019425596
4,0,0,0,0,1,0,0,0,0,1,6.580639137284949,0,0,0,10.460270761075149
8,0,0,0,0,1,0,0,0,0,0,8.079927770758275,0,0,0,12.971542813248437
7,0,0,0,0,1,0,0,0,0,0,7.507141079727608,0,0,0,12.122696471358964
5,0,0,0,0,1,0,0,0,0,0,6.802394763324311,0,0,0,11.775297421715827
5,0,0,0,0,1,0,0,0,0,0,6.816735880594968,0,0,0,11.695255355062795
6,0,0,0,0,1,0,0,0,0,0,7.105786129481271,0,0,0,11.635151947212842
7,0,0,0,0,1,0,0,0,0,0,7.478169694159785,0,0,0,12.331387247601905
5,0,0,0,0,1,0,0,0,0,0,7.102499355774649,0,0,0,11.849404844423074
7,0,0,0,0,1,0,0,0,0,0,7.496652438168283,0,0,0,12.574185427296195
6,0,0,0,0,1,0,0,0,0,0,7.187657164114956,0,0,0,11.898194668458823
5,0,0,0,0,1,0,0,0,0,0,7.581209826196346,0,0,0,11.732069026983156
8,0,0,0,0,1,0,0,0,0,0,7.555905093611346,0,0,0,12.278397958261774
6,0,0,0,0,1,0,0,0,0,0,7.105786129481271,0,0,0,12.246739428005663
7,0,0,0,0,1,0,0,0,0,0,7.229113877793302,0,0,0,11.989165855127435
5,0,0,0,0,1,0,0,0,0,0,6.948897222313312,0,0,0,11.732069026983156
5,0,0,0,0,1,0,0,0,0,0,7.218176838403408,0,0,0,12.013100572810686
7,0,0,0,0,1,0,0,0,0,0,7.221835825288449,0,0,0,12.2193145828011
5,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.774527900858468
6,0,0,0,0,1,0,0,0,0,0,6.985641817639208,0,0,0,11.80560254159177
5,0,1,0,0,0,0,0,0,0,0,6.672032945461067,0,0,0,11.477308649967686
10,0,0,0,0,1,0,0,0,0,0,7.611347717403621,0,0,0,12.90634935052389
6,0,0,0,0,1,0,0,0,0,0,7.659171367666058,0,0,0,11.970356641102999
7,0,0,0,0,1,0,0,0,0,0,7.76004068088038,0,0,0,12.487488878546145
6,0,0,0,0,1,0,0,0,0,0,7.493873886783559,0,0,0,12.259618151783465
7,0,0,0,0,1,0,0,0,0,0,7.640603826393634,0,0,0,12.36308066783498
4,0,0,0,0,1,0,0,0,0,0,7.166265974133638,0,0,0,11.573559498507079
6,0,0,0,0,1,0,0,0,0,0,7.126890808898808,0,0,0,11.918397239722838
6,0,0,0,0,1,0,0,0,0,0,7.417580402414544,0,0,0,11.976665770490767
10,0,0,0,0,1,0,0,0,0,0,8.450412157725886,0,0,0,12.126764251515691
7,0,0,0,0,1,0,0,0,0,0,7.782807262839695,0,0,0,12.662709207270272
7,0,0,0,0,1,0,0,0,0,0,7.144407180321139,0,0,0,12.07824495582233
5,0,0,0,0,1,0,0,0,0,0,6.834108738813838,0,0,0,11.790564777297387
9,0,0,0,0,1,0,0,0,0,0,7.906178840394815,0,0,0,13.008661502470739
4,0,0,0,0,1,0,0,0,0,0,6.406879986069314,0,0,0,11.362114203075018
6,0,0,0,0,1,0,0,0,0,0,7.830425617820331,0,0,0,12.209192772866418
6,0,0,0,0,1,0,0,0,0,0,7.31986492980897,0,0,0,12.07254696717504
6,0,0,0,0,1,0,0,0,0,0,7.217443431696533,0,0,0,11.759793355371237
5,0,0,0,0,1,0,0,0,0,0,6.71901315438526,0,0,0,11.58525542883217
1,0,0,0,0,1,0,0,0,0,0,5.814130531825066,0,0,0,10.579005242826247
8,0,0,0,0,1,0,0,0,0,0,7.254884810077338,0,0,0,12.08954444723597
5,0,0,0,0,1,0,0,0,0,0,7.206377291472252,0,0,0,11.58525542883217
7,0,0,0,0,1,0,0,0,0,0,7.45298232946546,0,0,0,12.144202560946876
4,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.619544188752133
5,0,0,0,0,1,0,0,0,0,0,7.05617528410041,0,0,0,11.970356641102999
8,0,0,0,0,1,0,0,0,0,0,7.379008127628304,0,0,0,12.513561021741964
9,0,0,0,0,1,0,0,0,0,0,7.516977224604321,0,0,0,12.660331092405906
8,0,0,0,0,1,0,0,0,0,0,7.734558844354756,0,0,0,12.421188057397055
7,0,0,0,0,1,0,0,0,0,0,7.427144133408616,0,0,0,12.270225154674701
7,0,0,0,0,1,0,0,0,0,0,6.643789733147672,0,0,0,11.798111925972618
7,0,0,0,0,1,0,0,0,0,0,7.311218384419629,0,0,0,12.098854850641
7,0,0,0,0,1,0,0,0,0,0,7.688913336864796,0,0,0,12.34148164933907
6,0,0,0,0,1,0,0,0,0,0,7.400009517162692,0,0,0,12.25486757159303
5,0,0,0,0,1,0,0,0,0,0,6.645090969505644,0,0,0,11.771443882099637
5,0,0,0,0,1,0,0,0,0,0,6.716594773520978,0,0,0,11.736077016252437
7,0,0,0,0,1,0,0,0,0,0,7.647308832356238,0,0,0,12.479913113434042
6,0,0,0,0,1,0,0,0,0,0,6.975413927455952,0,0,0,11.849404844423074
5,0,0,0,0,1,0,0,0,0,0,6.834108738813838,0,0,0,11.630717389475995
8,0,0,0,0,1,0,0,0,0,0,7.4489161025442,0,0,0,12.450981602512561
4,0,0,0,0,1,0,0,0,0,0,7.027314514039777,0,0,0,11.58989576532275
7,0,0,0,0,1,0,0,0,0,0,7.624130585661289,0,0,0,12.556733038263905
5,0,0,0,0,1,0,0,0,0,0,6.955592608396297,0,0,0,11.635151947212842
5,0,0,0,0,1,0,0,0,0,0,6.996681488176539,0,0,0,11.856522261533737
4,0,0,0,0,1,0,0,0,0,1,7.198183577101943,0,0,0,11.58989576532275
7,0,0,0,0,1,0,0,0,0,0,7.277247726631484,0,0,0,12.07254696717504
7,0,0,0,0,1,0,0,0,0,0,7.351158226430694,0,0,0,12.36308066783498
5,0,0,0,0,1,0,0,0,0,0,7.239214973779806,0,0,0,11.707677772181546
5,0,0,0,0,1,0,0,0,0,0,7.237059026124737,0,0,0,12.04355959836804
5,0,0,0,0,1,0,0,0,0,0,6.904750769961838,0,0,0,11.58989576532275
6,0,0,0,0,1,0,0,0,0,0,7.423568444259167,0,0,0,12.128116509451258
7,0,0,0,0,1,0,0,0,0,0,7.738923757439457,0,0,0,12.498745990829315
6,0,0,0,0,1,0,0,0,0,0,7.4073177104694174,0,0,0,11.759793355371237
9,0,0,0,0,1,0,0,0,0,0,7.826044013518965,0,0,0,12.691583538230217
7,0,0,0,0,1,0,0,0,0,0,7.336936913707618,0,0,0,12.273735966890268
8,0,0,0,0,1,0,0,0,0,0,7.665284718471351,0,0,0,12.665397584983758
5,0,0,0,0,1,0,0,0,0,0,6.8501261661455,0,0,0,11.820123358887447
5,0,0,0,0,1,0,0,0,0,0,7.455298485683291,0,0,0,11.867805799560465
6,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.695255355062795
7,0,0,0,0,1,0,0,0,0,0,7.4342573821331355,0,0,0,12.32163544049751
7,0,0,0,0,1,0,0,0,0,0,7.266128779556451,0,0,0,12.04355959836804
5,0,0,0,0,1,0,0,0,0,0,7.01211529430638,0,0,0,11.842236406331555
5,0,0,0,0,1,0,0,0,0,0,7.104144092987527,0,0,0,11.682676678340282
7,0,0,0,0,1,0,0,0,0,0,7.298445101508147,0,0,0,11.884495917930655
5,0,0,0,0,1,0,0,0,0,0,7.186144304522325,0,0,0,12.010671928196443
7,0,0,0,0,1,0,0,0,0,0,7.239214973779806,0,0,0,11.891368749982085
5,0,0,0,0,1,0,0,0,0,0,7.493317248862145,0,0,0,11.78676973513378
6,0,0,0,0,1,0,0,0,0,0,7.265429723253953,0,0,0,12.111217862017215
8,0,0,0,0,1,0,0,0,0,0,7.622174594817622,0,0,0,12.442306148381938
6,0,0,0,0,1,0,0,0,0,0,6.705639094860003,0,0,0,11.682676678340282
10,0,0,0,0,1,0,0,0,0,0,7.9287663216266955,0,0,0,12.691583538230217
4,0,0,0,0,1,0,0,0,0,0,7.3613754289773485,0,0,0,11.798111925972618
8,0,0,0,0,1,0,0,0,0,0,7.615298339825815,0,0,0,12.820990681250251
6,0,0,0,0,1,0,0,0,0,0,6.732210706467206,0,0,0,11.775297421715827
5,0,0,0,0,1,0,0,0,0,0,6.7580945044277305,0,0,0,11.827743504053695
5,0,0,0,0,1,0,0,0,0,0,7.295735072749282,0,0,1,11.870606902224587
5,0,0,0,0,1,0,0,0,0,0,6.841615476477592,0,0,0,11.283524879179666
7,0,0,0,0,1,0,0,0,0,0,7.367077059881012,0,0,0,12.132969552931216
10,0,0,0,0,1,0,0,0,0,0,7.739359202689098,0,0,0,13.02132904585825
5,0,0,0,0,1,0,0,0,0,0,6.705639094860003,0,0,0,11.835016210489899
6,0,0,0,0,1,0,0,0,0,0,6.744059186311348,0,0,0,11.849404844423074
5,0,0,0,0,1,0,0,0,0,0,6.829793737512425,0,0,0,11.608244735642321
8,0,0,0,0,1,0,0,0,0,0,7.510430556378006,0,0,0,12.672949516558306
6,0,0,0,0,1,0,0,0,0,0,7.221835825288449,0,0,0,11.648373769145277
7,0,0,0,0,1,0,0,0,0,0,7.246368080102461,0,0,0,12.176654133447505
5,0,0,0,0,1,0,0,0,0,0,7.4073177104694174,0,0,0,12.289958727201455
6,0,0,0,0,1,0,0,0,0,0,7.350516171833998,0,0,0,11.92504173829169
8,0,0,0,0,1,0,0,0,0,0,7.552237287560802,0,0,0,12.524530013005734
6,0,0,0,0,1,0,0,0,0,0,7.226936018493289,0,0,0,11.856522261533737
8,0,0,0,0,1,0,0,0,0,0,7.557994958530806,0,0,0,12.301387370778713
7,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,11.92504173829169
7,0,0,0,0,1,0,0,0,0,0,7.3098814858247865,0,0,0,12.30592250537653
7,0,0,0,0,1,0,0,0,0,0,7.594381242551817,0,0,0,12.230770136157428
5,0,0,0,0,1,0,0,0,0,0,6.947937068614969,0,0,0,11.931642378754141
5,0,0,0,0,1,0,0,0,0,0,7.605392364814935,0,0,0,12.323860125621126
8,0,0,0,0,1,0,0,0,0,0,8.069342366811636,0,0,0,12.791358964949923
4,0,0,0,0,1,0,0,0,0,0,6.937314081223682,0,0,0,11.682676678340282
9,0,0,0,0,1,0,0,0,0,0,7.675081857716334,0,0,0,12.653961664405365
6,0,0,0,0,1,0,0,0,0,0,6.940222469119639,0,0,0,11.904974309480183
8,0,0,0,0,1,0,0,0,0,0,7.5352967024440884,0,0,0,12.474193386571581
5,0,0,0,0,1,0,0,0,0,0,7.02197642307216,0,0,0,11.898194668458823
4,0,0,0,0,1,0,0,0,0,0,6.447305862541213,0,0,0,11.231901180182515
6,0,0,0,0,1,0,0,0,0,0,6.961296045910167,0,0,0,11.83138646878959
6,0,0,0,0,1,0,0,0,0,0,7.31986492980897,0,0,0,12.118339189722553
6,0,0,0,0,1,0,0,0,0,0,6.725033642166843,0,0,0,11.566475710526321
9,0,0,0,0,1,0,0,0,0,0,7.511524648390866,0,0,0,12.659737267217572
8,0,0,0,0,1,0,0,0,0,0,7.724446645633537,0,0,0,12.628070334272698
3,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.112462823634855
6,0,0,0,0,1,0,0,0,0,0,7.869019376499023,0,0,0,12.388398368982115
5,0,0,0,0,1,0,0,0,0,0,6.8885724595653635,0,0,0,11.813037464800539
6,0,0,0,0,1,0,0,0,0,0,7.321849713788356,0,0,0,12.034696963475044
